Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    max_step             | 0            |
|    mean_ep_length       | 95.2         |
|    mean_reward          | 84.4         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.37532163   |
|    route_completion     | 0.191        |
|    success_rate         | 0            |
|    total_cost           | 5.32         |
| time/                   |              |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0015646301 |
|    clip_fraction        | 0.0657       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.0909       |
|    learning_rate        | 5e-05        |
|    loss                 | 5.32         |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00353     |
|    std                  | 0.904        |
|    value_loss           | 10.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 193      |
|    ep_rew_mean     | 31.6     |
| time/              |          |
|    fps             | 860      |
|    iterations      | 40       |
|    time_elapsed    | 119      |
|    total_timesteps | 102400   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 190          |
|    ep_rew_mean          | 33.9         |
| time/                   |              |
|    fps                  | 860          |
|    iterations           | 41           |
|    time_elapsed         | 121          |
|    total_timesteps      | 104960       |
| train/                  |              |
|    approx_kl            | 0.0023835364 |
|    clip_fraction        | 0.113        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.108        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.48         |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00495     |
|    std                  | 0.901        |
|    value_loss           | 9.5          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 195          |
|    ep_rew_mean          | 38.3         |
| time/                   |              |
|    fps                  | 862          |
|    iterations           | 42           |
|    time_elapsed         | 124          |
|    total_timesteps      | 107520       |
| train/                  |              |
|    approx_kl            | 0.0010270551 |
|    clip_fraction        | 0.018        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.0746       |
|    learning_rate        | 5e-05        |
|    loss                 | 8.33         |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00282     |
|    std                  | 0.898        |
|    value_loss           | 17           |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.0909       |
|    max_step             | 0            |
|    mean_ep_length       | 84.4         |
